# Gene Family	demo_Abundance-CPM
UniRef90_A0A174X753|g__Bacteroides.s__Bacteroides_vulgatus	163.937
UniRef90_A0A396EZT3	163.825
UniRef90_A0A396EZT3|g__Bacteroides.s__Bacteroides_vulgatus	163.825
UniRef90_A0A076J2E9	163.715
UniRef90_A0A076J2E9|g__Bacteroides.s__Bacteroides_vulgatus	163.715
UniRef90_A6L585	163.224
UniRef90_A6L585|g__Bacteroides.s__Bacteroides_vulgatus	163.224
UniRef90_A0A076IS94	163.067
UniRef90_A0A076IS94|g__Bacteroides.s__Bacteroides_vulgatus	163.067
UniRef90_A0A0P0LJ92	162.772
UniRef90_A0A0P0LJ92|g__Bacteroides.s__Bacteroides_vulgatus	162.772
UniRef90_A0A0P0LGH4	162.649
UniRef90_A0A0P0LGH4|g__Bacteroides.s__Bacteroides_vulgatus	162.649
UniRef90_B5D0K1	162.568
UniRef90_B5D0K1|g__Bacteroides.s__Bacteroides_vulgatus	162.568
UniRef90_R6JG40	162.507
UniRef90_R6JG40|g__Bacteroides.s__Bacteroides_vulgatus	162.507
UniRef90_A0A396ASE2	162.46
UniRef90_A0A396ASE2|g__Bacteroides.s__Bacteroides_vulgatus	162.46
UniRef90_B6W139	162.137
UniRef90_B6W139|g__Bacteroides.s__Bacteroides_vulgatus	162.137
UniRef90_A6LFQ4	162.001
UniRef90_A6LFQ4|g__Bacteroides.s__Bacteroides_vulgatus	162.001
UniRef90_A0A0P0M3T4	161.989
UniRef90_A0A0P0M3T4|g__Bacteroides.s__Bacteroides_vulgatus	161.989
UniRef90_A0A1Y3ZLI2	161.839
UniRef90_A0A1Y3ZLI2|g__Bacteroides.s__Bacteroides_vulgatus	161.839
UniRef90_D0TH60	161.483
UniRef90_D0TH60|g__Bacteroides.s__Bacteroides_vulgatus	161.483
UniRef90_A0A076IV89	161.124
UniRef90_A0A076IV89|g__Bacteroides.s__Bacteroides_vulgatus	161.124
UniRef90_A0A127SVB4	160.198
UniRef90_A0A127SVB4|g__Bacteroides.s__Bacteroides_vulgatus	160.198
UniRef90_A0A0P0M486	159.897
UniRef90_A0A0P0M486|g__Bacteroides.s__Bacteroides_vulgatus	159.897
UniRef90_A0A3E4I9R6	159.661
UniRef90_A0A3E4I9R6|g__Bacteroides.s__Bacteroides_vulgatus	159.661
UniRef90_A6L6D2	159.268
UniRef90_A6L6D2|g__Bacteroides.s__Bacteroides_vulgatus	159.268
UniRef90_D1K2J1	158.336
UniRef90_D1K2J1|g__Bacteroides.s__Bacteroides_vulgatus	158.336
UniRef90_A0A076J8I6	158.212
UniRef90_A0A076J8I6|g__Bacteroides.s__Bacteroides_vulgatus	158.212
UniRef90_U6RK63	158.039
UniRef90_U6RK63|g__Bacteroides.s__Bacteroides_vulgatus	158.039
UniRef90_B6VTP3	157.854
UniRef90_B6VTP3|g__Bacteroides.s__Bacteroides_vulgatus	157.854
UniRef90_A0A0P0M503	157.846
UniRef90_A0A0P0M503|g__Bacteroides.s__Bacteroides_vulgatus	157.846
UniRef90_A0A0P0M6A8	157.722
UniRef90_A0A0P0M6A8|g__Bacteroides.s__Bacteroides_vulgatus	157.722
UniRef90_A0A174NAX3	157.585
UniRef90_A0A174NAX3|g__Bacteroides.s__Bacteroides_vulgatus	157.585
UniRef90_A0A396ERU4	157.577
UniRef90_A0A396ERU4|g__Bacteroides.s__Bacteroides_vulgatus	157.577
UniRef90_A0A1H7FY75	157.122
UniRef90_A0A1H7FY75|g__Bacteroides.s__Bacteroides_vulgatus	157.122
UniRef90_D4VDD1	156.65
UniRef90_D4VDD1|g__Bacteroides.s__Bacteroides_vulgatus	156.65
UniRef90_R9H058	156.349
UniRef90_R9H058|g__Bacteroides.s__Bacteroides_vulgatus	156.349
UniRef90_A0A395VV85	156.254
UniRef90_A0A395VV85|g__Bacteroides.s__Bacteroides_vulgatus	156.254
UniRef90_A0A396EPH8	156.138
UniRef90_A0A396EPH8|g__Bacteroides.s__Bacteroides_vulgatus	156.138
UniRef90_A0A0P0M3J6	155.35
UniRef90_A0A0P0M3J6|g__Bacteroides.s__Bacteroides_vulgatus	155.35
UniRef90_A0A076J1V1	155.031
UniRef90_A0A076J1V1|g__Bacteroides.s__Bacteroides_vulgatus	155.031
UniRef90_A0A395VMH7	154.712
UniRef90_A0A395VMH7|g__Bacteroides.s__Bacteroides_vulgatus	154.712
UniRef90_A0A174T3G0	154.574
UniRef90_A0A174T3G0|g__Bacteroides.s__Bacteroides_vulgatus	154.574
UniRef90_B6W1I5	154.345
UniRef90_B6W1I5|g__Bacteroides.s__Bacteroides_vulgatus	154.345
UniRef90_A0A380ZJI0	154.109
UniRef90_A0A380ZJI0|g__Bacteroides.s__Bacteroides_vulgatus	154.109
UniRef90_A0A396F7M2	153.637
UniRef90_A0A396F7M2|g__Bacteroides.s__Bacteroides_vulgatus	153.637
UniRef90_A6L0A5	153.462
UniRef90_A6L0A5|g__Bacteroides.s__Bacteroides_vulgatus	153.462
UniRef90_A0A0P0M132	153.295
UniRef90_A0A0P0M132|g__Bacteroides.s__Bacteroides_vulgatus	153.295
UniRef90_A6L1U8	152.924
UniRef90_A6L1U8|g__Bacteroides.s__Bacteroides_vulgatus	152.924
UniRef90_E5UU61	152.68
UniRef90_E5UU61|g__Bacteroides.s__Bacteroides_vulgatus	152.68
UniRef90_B5D0P3	152.464
UniRef90_B5D0P3|g__Bacteroides.s__Bacteroides_vulgatus	152.464
UniRef90_A0A0P0M1F8	151.892
UniRef90_A0A0P0M1F8|g__Bacteroides.s__Bacteroides_vulgatus	151.892
UniRef90_A0A397WCY9	151.357
UniRef90_A0A397WCY9|g__Bacteroides.s__Bacteroides_vulgatus	151.357
UniRef90_A0A396ALX3	151.11
UniRef90_A0A396ALX3|g__Bacteroides.s__Bacteroides_vulgatus	151.11
UniRef90_A0A0K2HFZ2	150.696
UniRef90_A0A0K2HFZ2|g__Bacteroides.s__Bacteroides_vulgatus	150.696
UniRef90_A0A0P0M2R7	150.601
UniRef90_A0A0P0M2R7|g__Bacteroides.s__Bacteroides_vulgatus	150.601
UniRef90_A0A0P0LJQ7	149.929
UniRef90_A0A0P0LJQ7|g__Bacteroides.s__Bacteroides_vulgatus	149.929
UniRef90_A0A397WGT0	149.594
UniRef90_A0A397WGT0|g__Bacteroides.s__Bacteroides_vulgatus	149.594
UniRef90_A0A076IT92	148.969
UniRef90_A0A076IT92|g__Bacteroides.s__Bacteroides_vulgatus	148.969
UniRef90_E4MB74	148.848
UniRef90_E4MB74|g__Bacteroides.s__Bacteroides_vulgatus	148.848
UniRef90_A0A0M1W4C5	148.714
UniRef90_A0A0M1W4C5|g__Bacteroides.s__Bacteroides_vulgatus	148.714
UniRef90_A0A396API9	148.435
UniRef90_A0A396API9|g__Bacteroides.s__Bacteroides_vulgatus	148.435
UniRef90_A0A076JBK6	147.839
UniRef90_A0A076JBK6|g__Bacteroides.s__Bacteroides_vulgatus	147.839
UniRef90_A0A0P0M1X4	147.463
UniRef90_A0A0P0M1X4|g__Bacteroides.s__Bacteroides_vulgatus	147.463
UniRef90_A0A0K2HNB1	147.462
UniRef90_A0A0K2HNB1|g__Bacteroides.s__Bacteroides_vulgatus	147.462
UniRef90_A0A1Y4PM44	146.704
UniRef90_A0A1Y4PM44|g__Bacteroides.s__Bacteroides_vulgatus	146.704
UniRef90_I3YJ03	146.396
UniRef90_I3YJ03|g__Bacteroides.s__Bacteroides_vulgatus	146.396
UniRef90_A0A1Y4PKT0	145.669
UniRef90_A0A1Y4PKT0|g__Bacteroides.s__Bacteroides_vulgatus	145.669
UniRef90_A0A076J8B4	145.533
UniRef90_A0A076J8B4|g__Bacteroides.s__Bacteroides_vulgatus	145.533
UniRef90_G9S0F6	145.528
UniRef90_G9S0F6|g__Bacteroides.s__Bacteroides_vulgatus	145.528
UniRef90_A6L6X6	145.3
UniRef90_A6L6X6|g__Bacteroides.s__Bacteroides_vulgatus	145.3
UniRef90_A6L6X1	145.128
UniRef90_A6L6X1|g__Bacteroides.s__Bacteroides_vulgatus	145.128
UniRef90_A6KZT2	145.001
UniRef90_A6KZT2|g__Bacteroides.s__Bacteroides_vulgatus	145.001
UniRef90_A0A0P0M440	144.831
UniRef90_A0A0P0M440|g__Bacteroides.s__Bacteroides_vulgatus	144.831
UniRef90_A0A1Q6I9Y0	144.789
UniRef90_A0A1Q6I9Y0|g__Bacteroides.s__Bacteroides_vulgatus	144.789
UniRef90_A0A0P0M178	144.681
UniRef90_A0A0P0M178|g__Bacteroides.s__Bacteroides_vulgatus	144.681
UniRef90_D4V546	144.579
UniRef90_D4V546|g__Bacteroides.s__Bacteroides_vulgatus	144.579
UniRef90_A0A0N7J7M4	144.362
UniRef90_A0A0N7J7M4|g__Bacteroides.s__Bacteroides_vulgatus	144.362
UniRef90_A0A3E5E5Z2	143.984
UniRef90_A0A3E5E5Z2|g__Bacteroides.s__Bacteroides_vulgatus	143.984
UniRef90_A0A076J0V1	143.887
UniRef90_A0A076J0V1|g__Bacteroides.s__Bacteroides_vulgatus	143.887
UniRef90_A0A173X1R1	143.59
UniRef90_A0A173X1R1|g__Bacteroides.s__Bacteroides_vulgatus	143.59
UniRef90_A0A017N007	143.285
UniRef90_A0A017N007|g__Bacteroides.s__Bacteroides_vulgatus	143.285
UniRef90_A0A076J5E7	142.473
UniRef90_A0A076J5E7|g__Bacteroides.s__Bacteroides_vulgatus	142.473
UniRef90_A0A396F7I8	142.313
UniRef90_A0A396F7I8|g__Bacteroides.s__Bacteroides_vulgatus	142.313
UniRef90_A0A076J710	142.219
UniRef90_A0A076J710|g__Bacteroides.s__Bacteroides_vulgatus	142.219
UniRef90_U6RP94	141.373
UniRef90_U6RP94|g__Bacteroides.s__Bacteroides_vulgatus	141.373
UniRef90_B5D0L5	141.274
UniRef90_B5D0L5|g__Bacteroides.s__Bacteroides_vulgatus	141.274
UniRef90_A0A0P0M4N3	141.17
UniRef90_A0A0P0M4N3|g__Bacteroides.s__Bacteroides_vulgatus	141.17
UniRef90_A0A174PHW9	140.858
UniRef90_A0A174PHW9|g__Bacteroides.s__Bacteroides_vulgatus	140.858
UniRef90_A0A395VSR3	140.826
UniRef90_A0A395VSR3|g__Bacteroides.s__Bacteroides_vulgatus	140.826
UniRef90_A0A3E5DXA0	140.625
UniRef90_A0A3E5DXA0|g__Bacteroides.s__Bacteroides_vulgatus	140.625
UniRef90_A0A397WDI7	140.47
UniRef90_A0A397WDI7|g__Bacteroides.s__Bacteroides_vulgatus	140.47
UniRef90_A0A076J7P6	140.465
UniRef90_A0A076J7P6|g__Bacteroides.s__Bacteroides_vulgatus	140.465
UniRef90_D4V880	140.35
UniRef90_D4V880|g__Bacteroides.s__Bacteroides_vulgatus	140.35
UniRef90_I9F0V9	139.935
UniRef90_I9F0V9|g__Bacteroides.s__Bacteroides_vulgatus	139.935
UniRef90_A6L5X6	139.344
UniRef90_A6L5X6|g__Bacteroides.s__Bacteroides_vulgatus	139.344
UniRef90_A0A396FE52	139.295
UniRef90_A0A396FE52|g__Bacteroides.s__Bacteroides_vulgatus	139.295
UniRef90_UPI0009B5BC86	138.936
UniRef90_UPI0009B5BC86|g__Bacteroides.s__Bacteroides_vulgatus	138.936
UniRef90_A0A0K2HET7	138.73
UniRef90_A0A0K2HET7|g__Bacteroides.s__Bacteroides_vulgatus	138.73
UniRef90_A0A174S1C1	138.6
UniRef90_A0A174S1C1|g__Bacteroides.s__Bacteroides_vulgatus	138.6
UniRef90_A0A174QTU0	138.382
UniRef90_A0A174QTU0|g__Bacteroides.s__Bacteroides_vulgatus	138.382
UniRef90_A0A3E5H739	138.366
UniRef90_A0A3E5H739|g__Bacteroides.s__Bacteroides_vulgatus	138.366
UniRef90_A0A396BBP9	138.188
UniRef90_A0A396BBP9|g__Bacteroides.s__Bacteroides_vulgatus	138.188
UniRef90_A0A0M1VZJ5	138.105
UniRef90_A0A0M1VZJ5|g__Bacteroides.s__Bacteroides_vulgatus	138.105
UniRef90_A6L3G7	138.098
UniRef90_A6L3G7|g__Bacteroides.s__Bacteroides_vulgatus	138.098
UniRef90_A0A174PZ91	137.877
UniRef90_A0A174PZ91|g__Bacteroides.s__Bacteroides_vulgatus	137.877
UniRef90_A0A0P0M677	137.397
UniRef90_A0A0P0M677|g__Bacteroides.s__Bacteroides_vulgatus	137.397
UniRef90_I9RE41	136.918
UniRef90_I9RE41|g__Bacteroides.s__Bacteroides_vulgatus	136.918
UniRef90_A0A076IV27	136.911
UniRef90_A0A076IV27|g__Bacteroides.s__Bacteroides_vulgatus	136.911
UniRef90_D4V9M7	136.823
UniRef90_D4V9M7|g__Bacteroides.s__Bacteroides_vulgatus	136.823
UniRef90_A0A380ZD55	136.684
UniRef90_A0A380ZD55|g__Bacteroides.s__Bacteroides_vulgatus	136.684
UniRef90_A0A069S8Q5	136.651
UniRef90_A0A069S8Q5|g__Bacteroides.s__Bacteroides_vulgatus	136.651
UniRef90_D1JZU2	136.635
UniRef90_D1JZU2|g__Bacteroides.s__Bacteroides_vulgatus	136.635
UniRef90_A0A0P0LAY1	136.603
UniRef90_A0A0P0LAY1|g__Bacteroides.s__Bacteroides_vulgatus	136.603
UniRef90_I9QCP3	136.501
UniRef90_I9QCP3|g__Bacteroides.s__Bacteroides_vulgatus	136.501
UniRef90_B6VS45	136.429
UniRef90_B6VS45|g__Bacteroides.s__Bacteroides_vulgatus	136.429
UniRef90_A0A1H7FY66	136.366
UniRef90_A0A1H7FY66|g__Bacteroides.s__Bacteroides_vulgatus	136.366
UniRef90_B5D3F5	136.329
UniRef90_B5D3F5|g__Bacteroides.s__Bacteroides_vulgatus	136.329
UniRef90_A0A076ITC1	136.057
UniRef90_A0A076ITC1|g__Bacteroides.s__Bacteroides_vulgatus	136.057
UniRef90_A0A3E4KIM1	135.619
UniRef90_A0A3E4KIM1|g__Bacteroides.s__Bacteroides_vulgatus	135.619
UniRef90_A0A395VIK7	135.422
UniRef90_A0A395VIK7|g__Bacteroides.s__Bacteroides_vulgatus	135.422
UniRef90_C3RAI3	135.276
UniRef90_C3RAI3|g__Bacteroides.s__Bacteroides_vulgatus	135.276
UniRef90_D4V3X9	135.186
UniRef90_D4V3X9|g__Bacteroides.s__Bacteroides_vulgatus	135.186
UniRef90_A6L1E7	135.036
UniRef90_A6L1E7|g__Bacteroides.s__Bacteroides_vulgatus	135.036
UniRef90_A0A0K2HG58	135.031
UniRef90_A0A0K2HG58|g__Bacteroides.s__Bacteroides_vulgatus	135.031
UniRef90_A0A174ANF9	134.608
UniRef90_A0A174ANF9|g__Bacteroides.s__Bacteroides_vulgatus	134.608
UniRef90_D4V565	134.134
UniRef90_D4V565|g__Bacteroides.s__Bacteroides_vulgatus	134.134
UniRef90_A6L532	133.965
UniRef90_A6L532|g__Bacteroides.s__Bacteroides_vulgatus	133.965
UniRef90_A0A0P0M4G1	133.775
UniRef90_A0A0P0M4G1|g__Bacteroides.s__Bacteroides_vulgatus	133.775
UniRef90_Q89Z59	133.55
UniRef90_Q89Z59|g__Bacteroides.s__Bacteroides_vulgatus	133.55
UniRef90_A0A078RBJ1	133.244
UniRef90_A0A078RBJ1|g__Bacteroides.s__Bacteroides_vulgatus	133.244
UniRef90_A0A0M1W2F8	132.824
UniRef90_A0A0M1W2F8|g__Bacteroides.s__Bacteroides_vulgatus	132.824
UniRef90_A0A3E4IFI0	132.449
UniRef90_A0A3E4IFI0|g__Bacteroides.s__Bacteroides_vulgatus	132.449
UniRef90_A0A076IMS7	132.206
UniRef90_A0A076IMS7|g__Bacteroides.s__Bacteroides_vulgatus	132.206
UniRef90_A0A397WK36	132.108
UniRef90_A0A397WK36|g__Bacteroides.s__Bacteroides_vulgatus	132.108
UniRef90_D1K675	132.068
UniRef90_D1K675|g__Bacteroides.s__Bacteroides_vulgatus	132.068
UniRef90_A0A0P0M5S4	130.92
UniRef90_A0A0P0M5S4|g__Bacteroides.s__Bacteroides_vulgatus	130.92
UniRef90_B5D0J2	130.909
UniRef90_B5D0J2|g__Bacteroides.s__Bacteroides_vulgatus	130.909
UniRef90_A0A174VI51	130.853
UniRef90_A0A174VI51|g__Bacteroides.s__Bacteroides_vulgatus	130.853
UniRef90_A0A078RCT4	130.837
UniRef90_A0A078RCT4|g__Bacteroides.s__Bacteroides_vulgatus	130.837
UniRef90_R6C410	130.409
UniRef90_R6C410|g__Bacteroides.s__Bacteroides_vulgatus	130.409
UniRef90_A0A174SFB0	130.045
UniRef90_A0A174SFB0|g__Bacteroides.s__Bacteroides_vulgatus	130.045
UniRef90_A0A076J1V0	129.725
UniRef90_A0A076J1V0|g__Bacteroides.s__Bacteroides_vulgatus	129.725
UniRef90_B0NSG7	129.511
UniRef90_B0NSG7|g__Bacteroides.s__Bacteroides_vulgatus	129.511
UniRef90_A0A0P0M4D2	129.325
UniRef90_A0A0P0M4D2|g__Bacteroides.s__Bacteroides_vulgatus	129.325
UniRef90_A0A0P0LGN9	129.292
UniRef90_A0A0P0LGN9|g__Bacteroides.s__Bacteroides_vulgatus	129.292
UniRef90_A0A015TKW0	129.105
UniRef90_A0A015TKW0|g__Bacteroides.s__Bacteroides_vulgatus	129.105
UniRef90_I8VTE5	128.951
UniRef90_I8VTE5|g__Bacteroides.s__Bacteroides_vulgatus	128.951
UniRef90_C3QT85	128.877
UniRef90_C3QT85|g__Bacteroides.s__Bacteroides_vulgatus	128.877
UniRef90_A0A1Y4PM15	128.582
UniRef90_A0A1Y4PM15|g__Bacteroides.s__Bacteroides_vulgatus	128.582
UniRef90_A0A1Y4PDW8	128.323
UniRef90_A0A1Y4PDW8|g__Bacteroides.s__Bacteroides_vulgatus	128.323
UniRef90_A6KYC8	128.192
UniRef90_A6KYC8|g__Bacteroides.s__Bacteroides_vulgatus	128.192
UniRef90_A0A397WER9	127.997
UniRef90_A0A397WER9|g__Bacteroides.s__Bacteroides_vulgatus	127.997
UniRef90_A0A0N7J7Z6	127.798
UniRef90_A0A0N7J7Z6|g__Bacteroides.s__Bacteroides_vulgatus	127.798
UniRef90_C3R4L3	127.69
UniRef90_C3R4L3|g__Bacteroides.s__Bacteroides_vulgatus	127.69
UniRef90_A0A174VCF6	127.625
UniRef90_A0A174VCF6|g__Bacteroides.s__Bacteroides_vulgatus	127.625
UniRef90_A6L070	127.312
UniRef90_A6L070|g__Bacteroides.s__Bacteroides_vulgatus	127.312
UniRef90_A0A395VSG6	127.249
UniRef90_A0A395VSG6|g__Bacteroides.s__Bacteroides_vulgatus	127.249
UniRef90_A0A396EQ60	127.215
UniRef90_A0A396EQ60|g__Bacteroides.s__Bacteroides_vulgatus	127.215
UniRef90_D4V3Y1	126.825
UniRef90_D4V3Y1|g__Bacteroides.s__Bacteroides_vulgatus	126.825
UniRef90_A0A0P0L2L4	126.031
UniRef90_A0A0P0L2L4|g__Bacteroides.s__Bacteroides_vulgatus	126.031
UniRef90_A0A174LYN9	125.987
UniRef90_A0A174LYN9|g__Bacteroides.s__Bacteroides_vulgatus	125.987
UniRef90_A0A396AP31	125.578
UniRef90_A0A396AP31|g__Bacteroides.s__Bacteroides_vulgatus	125.578
UniRef90_D4V593	125.394
UniRef90_D4V593|g__Bacteroides.s__Bacteroides_vulgatus	125.394
UniRef90_A0A0P0L7X4	124.838
UniRef90_A0A0P0L7X4|g__Bacteroides.s__Bacteroides_vulgatus	124.838
UniRef90_A0A395VTA3	124.556
UniRef90_A0A395VTA3|g__Bacteroides.s__Bacteroides_vulgatus	124.556
UniRef90_A0A076IQ70	124.398
UniRef90_A0A076IQ70|g__Bacteroides.s__Bacteroides_vulgatus	124.398
UniRef90_A0A076IUQ2	124.354
UniRef90_A0A076IUQ2|g__Bacteroides.s__Bacteroides_vulgatus	124.354
UniRef90_C3RG82	123.767
UniRef90_C3RG82|g__Bacteroides.s__Bacteroides_vulgatus	123.767
UniRef90_A0A1H7KR90	123.676
UniRef90_A0A1H7KR90|g__Bacteroides.s__Bacteroides_vulgatus	123.676
UniRef90_U6RBT0	123.467
UniRef90_U6RBT0|g__Bacteroides.s__Bacteroides_vulgatus	123.467
UniRef90_A0A1Q6I8W2	123.287
UniRef90_A0A1Q6I8W2|g__Bacteroides.s__Bacteroides_vulgatus	123.287
UniRef90_C3R6B4	122.846
UniRef90_C3R6B4|g__Bacteroides.s__Bacteroides_vulgatus	122.846
UniRef90_A0A396AQX7	122.83
UniRef90_A0A396AQX7|g__Bacteroides.s__Bacteroides_vulgatus	122.83
UniRef90_A0A0N7J733	122.745
UniRef90_A0A0N7J733|g__Bacteroides.s__Bacteroides_vulgatus	122.745
UniRef90_A0A0P0L8Z7	122.209
UniRef90_A0A0P0L8Z7|g__Bacteroides.s__Bacteroides_vulgatus	122.209
UniRef90_C6Z6H7	122.111
UniRef90_C6Z6H7|g__Bacteroides.s__Bacteroides_vulgatus	122.111
UniRef90_A0A133PU47	122.054
UniRef90_A0A133PU47|g__Bacteroides.s__Bacteroides_vulgatus	122.054
UniRef90_A6KZQ5	122.004
UniRef90_A6KZQ5|g__Bacteroides.s__Bacteroides_vulgatus	122.004
UniRef90_A0A076IXF0	121.955
UniRef90_A0A076IXF0|g__Bacteroides.s__Bacteroides_vulgatus	121.955
UniRef90_A0A0K2HQ54	121.523
UniRef90_A0A0K2HQ54|g__Bacteroides.s__Bacteroides_vulgatus	121.523
UniRef90_A0A174SCL4	120.705
UniRef90_A0A174SCL4|g__Bacteroides.s__Bacteroides_vulgatus	120.705
UniRef90_C3R8W0	120.597
UniRef90_C3R8W0|g__Bacteroides.s__Bacteroides_vulgatus	120.597
UniRef90_A0A0P0L4I7	120.493
UniRef90_A0A0P0L4I7|g__Bacteroides.s__Bacteroides_vulgatus	120.493
UniRef90_A0A0M1W6U9	120.383
UniRef90_A0A0M1W6U9|g__Bacteroides.s__Bacteroides_vulgatus	120.383
UniRef90_A0A076IYL7	120.153
UniRef90_A0A076IYL7|g__Bacteroides.s__Bacteroides_vulgatus	120.153
UniRef90_A0A174S253	120.088
UniRef90_A0A174S253|g__Bacteroides.s__Bacteroides_vulgatus	120.088
UniRef90_I9FIN4	119.541
UniRef90_I9FIN4|g__Bacteroides.s__Bacteroides_vulgatus	119.541
UniRef90_C9KVC5	119.074
UniRef90_C9KVC5|g__Bacteroides.s__Bacteroides_vulgatus	119.074
UniRef90_A0A076ISZ3	119.07
UniRef90_A0A076ISZ3|g__Bacteroides.s__Bacteroides_vulgatus	119.07
UniRef90_A0A078QXB4	118.865
UniRef90_A0A078QXB4|g__Bacteroides.s__Bacteroides_vulgatus	118.865
UniRef90_A6KZL1	118.743
UniRef90_A6KZL1|g__Bacteroides.s__Bacteroides_vulgatus	118.743
UniRef90_A0A076ISB8	118.105
UniRef90_A0A076ISB8|g__Bacteroides.s__Bacteroides_vulgatus	118.105
UniRef90_A0A015XDU1	118.006
UniRef90_A0A015XDU1|g__Bacteroides.s__Bacteroides_vulgatus	118.006
UniRef90_A0A0P0LJZ6	117.959
UniRef90_A0A0P0LJZ6|g__Bacteroides.s__Bacteroides_vulgatus	117.959
UniRef90_A0A0K2HP50	117.415
UniRef90_A0A0K2HP50|g__Bacteroides.s__Bacteroides_vulgatus	117.415
UniRef90_A0A0P0L0H0	116.953
UniRef90_A0A0P0L0H0|g__Bacteroides.s__Bacteroides_vulgatus	116.953
UniRef90_W6NZG1	116.25
UniRef90_W6NZG1|g__Bacteroides.s__Bacteroides_vulgatus	116.25
UniRef90_A6KZJ8	116.172
UniRef90_A6KZJ8|g__Bacteroides.s__Bacteroides_vulgatus	116.172
UniRef90_A0A396ASJ6	116.035
UniRef90_A0A396ASJ6|g__Bacteroides.s__Bacteroides_vulgatus	116.035
UniRef90_A6KXU3	115.863
UniRef90_A6KXU3|g__Bacteroides.s__Bacteroides_vulgatus	115.863
UniRef90_A0A076ISU9	115.816
UniRef90_A0A076ISU9|g__Bacteroides.s__Bacteroides_vulgatus	115.816
UniRef90_A0A380Z4D5	115.78
UniRef90_A0A380Z4D5|g__Bacteroides.s__Bacteroides_vulgatus	115.78
UniRef90_A0A0P0M501	115.51
UniRef90_A0A0P0M501|g__Bacteroides.s__Bacteroides_vulgatus	115.51
UniRef90_A0A3E4JG82	115.314
UniRef90_A0A3E4JG82|g__Bacteroides.s__Bacteroides_vulgatus	115.314
UniRef90_A0A0M1W1V6	115.185
UniRef90_A0A0M1W1V6|g__Bacteroides.s__Bacteroides_vulgatus	115.185
UniRef90_A0A397WBS2	115.119
UniRef90_A0A397WBS2|g__Bacteroides.s__Bacteroides_vulgatus	115.119
UniRef90_A0A0P0M4K3	115.116
UniRef90_A0A0P0M4K3|g__Bacteroides.s__Bacteroides_vulgatus	115.116
UniRef90_A0A078PLC9	115.018
UniRef90_A0A078PLC9|g__Bacteroides.s__Bacteroides_vulgatus	115.018
UniRef90_A0A0P0M2S1	114.964
UniRef90_A0A0P0M2S1|g__Bacteroides.s__Bacteroides_vulgatus	114.964
UniRef90_C6IUJ3	114.868
UniRef90_C6IUJ3|g__Bacteroides.s__Bacteroides_vulgatus	114.868
UniRef90_D4V8X0	114.665
UniRef90_D4V8X0|g__Bacteroides.s__Bacteroides_vulgatus	114.665
UniRef90_I9TY61	114.49
UniRef90_I9TY61|g__Bacteroides.s__Bacteroides_vulgatus	114.49
UniRef90_A0A076J215	114.446
UniRef90_A0A076J215|g__Bacteroides.s__Bacteroides_vulgatus	114.446
UniRef90_A0A0M1VZN2	114.198
UniRef90_A0A0M1VZN2|g__Bacteroides.s__Bacteroides_vulgatus	114.198
UniRef90_A0A076IQW0	114.196
