# Gene Familys	demo_Abundance-RPKs
UniRef90_A0A0P0LRE5|g__Bacteroides.s__Bacteroides_vulgatus	15.4429351099
UniRef90_A0A397WKY4	15.4426634679
UniRef90_A0A397WKY4|g__Bacteroides.s__Bacteroides_vulgatus	15.4426634679
UniRef90_A0A395UTD2	15.3339549894
UniRef90_A0A395UTD2|g__Bacteroides.s__Bacteroides_vulgatus	15.3339549894
UniRef90_A0A139JRM5	15.2953075743
UniRef90_A0A139JRM5|g__Bacteroides.s__Bacteroides_vulgatus	15.2953075743
UniRef90_A0A076J4G7	15.2561157653
UniRef90_A0A076J4G7|g__Bacteroides.s__Bacteroides_vulgatus	15.2561157653
UniRef90_A0A396EIK9	15.2204588701
UniRef90_A0A396EIK9|g__Bacteroides.s__Bacteroides_vulgatus	15.2204588701
UniRef90_A0A076IUS6	15.2040418935
UniRef90_A0A076IUS6|g__Bacteroides.s__Bacteroides_vulgatus	15.2040418935
UniRef90_A0A0N7J7I0	15.1821198670
UniRef90_A0A0N7J7I0|g__Bacteroides.s__Bacteroides_vulgatus	15.1821198670
UniRef90_A0A3E4JEG1	15.1515151515
UniRef90_A0A3E4JEG1|g__Bacteroides.s__Bacteroides_vulgatus	15.1515151515
UniRef90_E5UQL1	15.1406103854
UniRef90_E5UQL1|g__Bacteroides.s__Bacteroides_vulgatus	15.1406103854
UniRef90_D4V3P4	15.1039974886
UniRef90_D4V3P4|g__Bacteroides.s__Bacteroides_vulgatus	15.1039974886
UniRef90_A0A3E4XTM5	15.0302346794
UniRef90_A0A3E4XTM5|g__Bacteroides.s__Bacteroides_vulgatus	15.0302346794
UniRef90_A0A395VR68	14.9707824276
UniRef90_A0A395VR68|g__Bacteroides.s__Bacteroides_vulgatus	14.9707824276
UniRef90_A0A0K2HG35	14.9566775002
UniRef90_A0A0K2HG35|g__Bacteroides.s__Bacteroides_vulgatus	14.9566775002
UniRef90_A0A076J254	14.9323361107
UniRef90_A0A076J254|g__Bacteroides.s__Bacteroides_vulgatus	14.9323361107
UniRef90_A0A0N7J7Z5	14.9193795082
UniRef90_A0A0N7J7Z5|g__Bacteroides.s__Bacteroides_vulgatus	14.9193795082
UniRef90_A0A174KY93	14.8932353214
UniRef90_A0A174KY93|g__Bacteroides.s__Bacteroides_vulgatus	14.8932353214
UniRef90_A0A380ZJH4	14.8921069855
UniRef90_A0A380ZJH4|g__Bacteroides.s__Bacteroides_vulgatus	14.8921069855
UniRef90_A0A174J9C9	14.8254706443
UniRef90_A0A174J9C9|g__Bacteroides.s__Bacteroides_vulgatus	14.8254706443
UniRef90_A0A3E4I8G8	14.7858230050
UniRef90_A0A3E4I8G8|g__Bacteroides.s__Bacteroides_vulgatus	14.7858230050
UniRef90_A0A397WBK9	14.7801548817
UniRef90_A0A397WBK9|g__Bacteroides.s__Bacteroides_vulgatus	14.7801548817
UniRef90_A0A1D6XS85	14.7674418832
UniRef90_A0A1D6XS85|g__Bacteroides.s__Bacteroides_vulgatus	14.7674418832
UniRef90_A0A076J5W5	14.7498853188
UniRef90_A0A076J5W5|g__Bacteroides.s__Bacteroides_vulgatus	14.7498853188
UniRef90_A0A380ZGV8	14.7169038850
UniRef90_A0A380ZGV8|g__Bacteroides.s__Bacteroides_vulgatus	14.7169038850
UniRef90_A0A3E5ECU5	14.6492703475
UniRef90_A0A3E5ECU5|g__Bacteroides.s__Bacteroides_vulgatus	14.6492703475
UniRef90_A0A174TWT2	14.6467218565
UniRef90_A0A174TWT2|g__Bacteroides.s__Bacteroides_vulgatus	14.6467218565
UniRef90_A0A173WTQ6	14.6343332406
UniRef90_A0A173WTQ6|g__Bacteroides.s__Bacteroides_vulgatus	14.6343332406
UniRef90_Q8A2S4	14.6257387704
UniRef90_Q8A2S4|g__Bacteroides.s__Bacteroides_vulgatus	14.6257387704
UniRef90_A0A0P0M0K4	14.6088008502
UniRef90_A0A0P0M0K4|g__Bacteroides.s__Bacteroides_vulgatus	14.6088008502
UniRef90_A0A0P0LPP0	14.5965784984
UniRef90_A0A0P0LPP0|g__Bacteroides.s__Bacteroides_vulgatus	14.5965784984
UniRef90_A0A076IR60	14.5753894204
UniRef90_A0A076IR60|g__Bacteroides.s__Bacteroides_vulgatus	14.5753894204
UniRef90_I9T843	14.5227492263
UniRef90_I9T843|g__Bacteroides.s__Bacteroides_vulgatus	14.5227492263
UniRef90_K6AE66	14.4462430767
UniRef90_K6AE66|g__Bacteroides.s__Bacteroides_vulgatus	14.4462430767
UniRef90_A6L3B5	14.4212295869
UniRef90_A6L3B5|g__Bacteroides.s__Bacteroides_vulgatus	14.4212295869
UniRef90_A0A076J702	14.3891362164
UniRef90_A0A076J702|g__Bacteroides.s__Bacteroides_vulgatus	14.3891362164
UniRef90_D4VCT1	14.3832181136
UniRef90_D4VCT1|g__Bacteroides.s__Bacteroides_vulgatus	14.3832181136
UniRef90_A0A3E4T9A4	14.3819752237
UniRef90_A0A3E4T9A4|g__Bacteroides.s__Bacteroides_vulgatus	14.3819752237
UniRef90_A0A1G1TVY5	14.3133178424
UniRef90_A0A1G1TVY5|g__Bacteroides.s__Bacteroides_vulgatus	14.3133178424
UniRef90_A0A0P0LIK6	14.3085228835
UniRef90_A0A0P0LIK6|g__Bacteroides.s__Bacteroides_vulgatus	14.3085228835
UniRef90_A0A0N7J7N2	14.3052441797
UniRef90_A0A0N7J7N2|g__Bacteroides.s__Bacteroides_vulgatus	14.3052441797
UniRef90_K5Z4K3	14.2927055700
UniRef90_K5Z4K3|g__Bacteroides.s__Bacteroides_vulgatus	14.2927055700
UniRef90_A0A0E2TFE3	14.2675751569
UniRef90_A0A0E2TFE3|g__Bacteroides.s__Bacteroides_vulgatus	14.2675751569
UniRef90_A6KYK4	14.1817053645
UniRef90_A6KYK4|g__Bacteroides.s__Bacteroides_vulgatus	14.1817053645
UniRef90_C6IQD9	14.1730842668
UniRef90_C6IQD9|g__Bacteroides.s__Bacteroides_vulgatus	14.1730842668
UniRef90_A0A374Q4U9	14.1509433962
UniRef90_A0A374Q4U9|g__Bacteroides.s__Bacteroides_vulgatus	14.1509433962
UniRef90_A0A174WBC9	14.0980537858
UniRef90_A0A174WBC9|g__Bacteroides.s__Bacteroides_vulgatus	14.0980537858
UniRef90_A0A174BPA4	14.0718762399
UniRef90_A0A174BPA4|g__Bacteroides.s__Bacteroides_vulgatus	14.0718762399
UniRef90_A0A0P0M4E9	13.9808392765
UniRef90_A0A0P0M4E9|g__Bacteroides.s__Bacteroides_vulgatus	13.9808392765
UniRef90_A0A0P0LDL7	13.8851761858
UniRef90_A0A0P0LDL7|g__Bacteroides.s__Bacteroides_vulgatus	13.8851761858
UniRef90_D4VAA1	13.8243660023
UniRef90_D4VAA1|g__Bacteroides.s__Bacteroides_vulgatus	13.8243660023
UniRef90_A0A174TTJ1	13.8160779342
UniRef90_A0A174TTJ1|g__Bacteroides.s__Bacteroides_vulgatus	13.8160779342
UniRef90_A0A0P0LE09	13.7829709425
UniRef90_A0A0P0LE09|g__Bacteroides.s__Bacteroides_vulgatus	13.7829709425
UniRef90_A0A076IS10	13.7548467438
UniRef90_A0A076IS10|g__Bacteroides.s__Bacteroides_vulgatus	13.7548467438
UniRef90_A0A1H7MMS0	13.7275032203
UniRef90_A0A1H7MMS0|g__Bacteroides.s__Bacteroides_vulgatus	13.7275032203
UniRef90_A0A0P0M2I3	13.7199353282
UniRef90_A0A0P0M2I3|g__Bacteroides.s__Bacteroides_vulgatus	13.7199353282
UniRef90_A6KXU8	13.6486865646
UniRef90_A6KXU8|g__Bacteroides.s__Bacteroides_vulgatus	13.6486865646
UniRef90_A6L170	13.6420171006
UniRef90_A6L170|g__Bacteroides.s__Bacteroides_vulgatus	13.6420171006
UniRef90_A0A0P0M3U1	13.6113832302
UniRef90_A0A0P0M3U1|g__Bacteroides.s__Bacteroides_vulgatus	13.6113832302
UniRef90_D1K7C8	13.5389282619
UniRef90_D1K7C8|g__Bacteroides.s__Bacteroides_vulgatus	13.5389282619
UniRef90_A0A076IVW3	13.4651548771
UniRef90_A0A076IVW3|g__Bacteroides.s__Bacteroides_vulgatus	13.4651548771
UniRef90_A0A0P0GM51	13.4561107548
UniRef90_A0A0P0GM51|g__Bacteroides.s__Bacteroides_vulgatus	13.4561107548
UniRef90_E5UT54	13.4343449561
UniRef90_E5UT54|g__Bacteroides.s__Bacteroides_vulgatus	13.4343449561
UniRef90_E5UXH4	13.3934501023
UniRef90_E5UXH4|g__Bacteroides.s__Bacteroides_vulgatus	13.3934501023
UniRef90_A0A0K2HE84	13.3880888471
UniRef90_A0A0K2HE84|g__Bacteroides.s__Bacteroides_vulgatus	13.3880888471
UniRef90_A0A174TCX1	13.3872164399
UniRef90_A0A174TCX1|g__Bacteroides.s__Bacteroides_vulgatus	13.3872164399
UniRef90_A6KYH0	13.3816170024
UniRef90_A6KYH0|g__Bacteroides.s__Bacteroides_vulgatus	13.3816170024
UniRef90_A0A076IWV6	13.3446989952
UniRef90_A0A076IWV6|g__Bacteroides.s__Bacteroides_vulgatus	13.3446989952
UniRef90_A0A0P0LPT7	13.3284916970
UniRef90_A0A0P0LPT7|g__Bacteroides.s__Bacteroides_vulgatus	13.3284916970
UniRef90_A0A0K2HL46	13.2522784887
UniRef90_A0A0K2HL46|g__Bacteroides.s__Bacteroides_vulgatus	13.2522784887
UniRef90_R5M2H2	13.1975725884
UniRef90_R5M2H2|g__Bacteroides.s__Bacteroides_vulgatus	13.1975725884
UniRef90_A0A0P0M403	13.1094057578
UniRef90_A0A0P0M403|g__Bacteroides.s__Bacteroides_vulgatus	13.1094057578
UniRef90_I9RA95	13.0545676210
UniRef90_I9RA95|g__Bacteroides.s__Bacteroides_vulgatus	13.0545676210
UniRef90_A0A078RB19	13.0075785562
UniRef90_A0A078RB19|g__Bacteroides.s__Bacteroides_vulgatus	13.0075785562
UniRef90_A6L645	12.9695188088
UniRef90_A6L645|g__Bacteroides.s__Bacteroides_vulgatus	12.9695188088
UniRef90_A0A069SK66	12.9530756030
UniRef90_A0A069SK66|g__Bacteroides.s__Bacteroides_vulgatus	12.9530756030
UniRef90_A0A0P0L4L1	12.8450172457
UniRef90_A0A0P0L4L1|g__Bacteroides.s__Bacteroides_vulgatus	12.8450172457
UniRef90_A0A396EL80	12.8250969063
UniRef90_A0A396EL80|g__Bacteroides.s__Bacteroides_vulgatus	12.8250969063
UniRef90_E5UQ06	12.8240307694
UniRef90_E5UQ06|g__Bacteroides.s__Bacteroides_vulgatus	12.8240307694
UniRef90_A0A397WD19	12.7979129986
UniRef90_A0A397WD19|g__Bacteroides.s__Bacteroides_vulgatus	12.7979129986
UniRef90_A0A076IRS7	12.7941880891
UniRef90_A0A076IRS7|g__Bacteroides.s__Bacteroides_vulgatus	12.7941880891
UniRef90_R5JME6	12.6373012738
UniRef90_R5JME6|g__Bacteroides.s__Bacteroides_vulgatus	12.6373012738
UniRef90_D4VBD5	12.6182965300
UniRef90_D4VBD5|g__Bacteroides.s__Bacteroides_vulgatus	12.6182965300
UniRef90_Q8A155	12.5778151743
UniRef90_Q8A155|g__Bacteroides.s__Bacteroides_vulgatus	12.5778151743
UniRef90_A0A396F9T7	12.5553621812
UniRef90_A0A396F9T7|g__Bacteroides.s__Bacteroides_vulgatus	12.5553621812
UniRef90_A0A396AT32	12.4918014515
UniRef90_A0A396AT32|g__Bacteroides.s__Bacteroides_vulgatus	12.4918014515
UniRef90_A0A1Y4PFB7	12.4586363538
UniRef90_A0A1Y4PFB7|g__Bacteroides.s__Bacteroides_vulgatus	12.4586363538
UniRef90_A0A174WXU9	12.4269293960
UniRef90_A0A174WXU9|g__Bacteroides.s__Bacteroides_vulgatus	12.4269293960
UniRef90_A0A173WIK6	12.4022487744
UniRef90_A0A173WIK6|g__Bacteroides.s__Bacteroides_vulgatus	12.4022487744
UniRef90_A0A076INR1	12.3679528315
UniRef90_A0A076INR1|g__Bacteroides.s__Bacteroides_vulgatus	12.3679528315
UniRef90_A0A174IEZ6	12.2882530282
UniRef90_A0A174IEZ6|g__Bacteroides.s__Bacteroides_vulgatus	12.2882530282
UniRef90_A0A3E4JUG9	12.1824053421
UniRef90_A0A3E4JUG9|g__Bacteroides.s__Bacteroides_vulgatus	12.1824053421
UniRef90_C3RBF3	12.1805514931
UniRef90_C3RBF3|g__Bacteroides.s__Bacteroides_vulgatus	12.1805514931
UniRef90_A0A0P0M5P5	12.1558455078
UniRef90_A0A0P0M5P5|g__Bacteroides.s__Bacteroides_vulgatus	12.1558455078
UniRef90_A0A076IZ47	12.1416183633
UniRef90_A0A076IZ47|g__Bacteroides.s__Bacteroides_vulgatus	12.1416183633
UniRef90_A0A0P0M0H9	12.1218537023
UniRef90_A0A0P0M0H9|g__Bacteroides.s__Bacteroides_vulgatus	12.1218537023
UniRef90_A0A076IQH4	12.0806549409
UniRef90_A0A076IQH4|g__Bacteroides.s__Bacteroides_vulgatus	12.0806549409
UniRef90_A0A1H7MMN1	12.0535154472
UniRef90_A0A1H7MMN1|g__Bacteroides.s__Bacteroides_vulgatus	12.0535154472
UniRef90_A0A174Q601	12.0481927711
UniRef90_A0A174Q601|g__Bacteroides.s__Bacteroides_vulgatus	12.0481927711
UniRef90_A0A076J543	12.0332339706
UniRef90_A0A076J543|g__Bacteroides.s__Bacteroides_vulgatus	12.0332339706
UniRef90_B5CXZ6	12.0046610014
UniRef90_B5CXZ6|g__Bacteroides.s__Bacteroides_vulgatus	12.0046610014
UniRef90_A0A0K2HP99	11.9625535735
UniRef90_A0A0K2HP99|g__Bacteroides.s__Bacteroides_vulgatus	11.9625535735
UniRef90_C6Z3U6	11.9236169843
UniRef90_C6Z3U6|g__Bacteroides.s__Bacteroides_vulgatus	11.9236169843
UniRef90_A0A078RHS1	11.9119662643
UniRef90_A0A078RHS1|g__Bacteroides.s__Bacteroides_vulgatus	11.9119662643
UniRef90_Q89YW6	11.9085229521
UniRef90_Q89YW6|g__Bacteroides.s__Bacteroides_vulgatus	11.9085229521
UniRef90_A0A0F5JR45	11.8921505084
UniRef90_A0A0F5JR45|g__Bacteroides.s__Bacteroides_vulgatus	11.8921505084
UniRef90_A0A1Y4PC68	11.8662748332
UniRef90_A0A1Y4PC68|g__Bacteroides.s__Bacteroides_vulgatus	11.8662748332
UniRef90_A0A174SQD9	11.8646004025
UniRef90_A0A174SQD9|g__Bacteroides.s__Bacteroides_vulgatus	11.8646004025
UniRef90_A0A174NSG4	11.8383740176
UniRef90_A0A174NSG4|g__Bacteroides.s__Bacteroides_vulgatus	11.8383740176
UniRef90_A0A396ALC3	11.8019774405
UniRef90_A0A396ALC3|g__Bacteroides.s__Bacteroides_vulgatus	11.8019774405
UniRef90_A0A0P0FT12	11.7294053464
UniRef90_A0A0P0FT12|g__Bacteroides.s__Bacteroides_vulgatus	11.7294053464
UniRef90_A0A395UNU1	11.6333986681
UniRef90_A0A395UNU1|g__Bacteroides.s__Bacteroides_vulgatus	11.6333986681
UniRef90_D4WAD6	11.6249426370
UniRef90_D4WAD6|g__Bacteroides.s__Bacteroides_vulgatus	11.6249426370
UniRef90_A0A0M1W597	11.5990585261
UniRef90_A0A0M1W597|g__Bacteroides.s__Bacteroides_vulgatus	11.5990585261
UniRef90_A6KWF6	11.5536405301
UniRef90_A6KWF6|g__Bacteroides.s__Bacteroides_vulgatus	11.5536405301
UniRef90_A0A076J1W8	11.5273775216
UniRef90_A0A076J1W8|g__Bacteroides.s__Bacteroides_vulgatus	11.5273775216
UniRef90_A0A076J997	11.4885034978
UniRef90_A0A076J997|g__Bacteroides.s__Bacteroides_vulgatus	11.4885034978
UniRef90_A0A0P0L7F8	11.4102206965
UniRef90_A0A0P0L7F8|g__Bacteroides.s__Bacteroides_vulgatus	11.4102206965
UniRef90_B5CXN6	11.3729981480
UniRef90_B5CXN6|g__Bacteroides.s__Bacteroides_vulgatus	11.3729981480
UniRef90_A0A174TWV3	11.3636363636
UniRef90_A0A174TWV3|g__Bacteroides.s__Bacteroides_vulgatus	11.3636363636
UniRef90_A0A0P0M5Z5	11.2960049579
UniRef90_A0A0P0M5Z5|g__Bacteroides.s__Bacteroides_vulgatus	11.2960049579
UniRef90_A0A3E5E6D9	11.2472134171
UniRef90_A0A3E5E6D9|g__Bacteroides.s__Bacteroides_vulgatus	11.2472134171
UniRef90_A0A174J5J5	11.2257064852
UniRef90_A0A174J5J5|g__Bacteroides.s__Bacteroides_vulgatus	11.2257064852
UniRef90_A0A396FAT6	11.1111111111
UniRef90_A0A396FAT6|g__Bacteroides.s__Bacteroides_vulgatus	11.1111111111
UniRef90_A0A396F8P0	11.0385801872
UniRef90_A0A396F8P0|g__Bacteroides.s__Bacteroides_vulgatus	11.0385801872
UniRef90_A0A078QWE8	11.0264091838
UniRef90_A0A078QWE8|g__Bacteroides.s__Bacteroides_vulgatus	11.0264091838
UniRef90_A6L686	10.9825874901
UniRef90_A6L686|g__Bacteroides.s__Bacteroides_vulgatus	10.9825874901
UniRef90_C6Z6H8	10.9599919361
UniRef90_C6Z6H8|g__Bacteroides.s__Bacteroides_vulgatus	10.9599919361
UniRef90_K5ZRE6	10.8946474049
UniRef90_K5ZRE6|g__Bacteroides.s__Bacteroides_vulgatus	10.8946474049
UniRef90_A0A0P0M192	10.8078114861
UniRef90_A0A0P0M192|g__Bacteroides.s__Bacteroides_vulgatus	10.8078114861
UniRef90_A0A0M1W3W6	10.6358484645
UniRef90_A0A0M1W3W6|g__Bacteroides.s__Bacteroides_vulgatus	10.6358484645
UniRef90_A0A174RUP9	10.6125924126
UniRef90_A0A174RUP9|g__Bacteroides.s__Bacteroides_vulgatus	10.6125924126
UniRef90_A0A0P0L886	10.5945525832
UniRef90_A0A0P0L886|g__Bacteroides.s__Bacteroides_vulgatus	10.5945525832
UniRef90_A0A395VEZ8	10.5678831363
UniRef90_A0A395VEZ8|g__Bacteroides.s__Bacteroides_vulgatus	10.5678831363
UniRef90_A0A0N7J7G2	10.4621674244
UniRef90_A0A0N7J7G2|g__Bacteroides.s__Bacteroides_vulgatus	10.4621674244
UniRef90_A0A0P0M152	10.4537949648
UniRef90_A0A0P0M152|g__Bacteroides.s__Bacteroides_vulgatus	10.4537949648
UniRef90_S0F7Y5	10.4227586000
UniRef90_S0F7Y5|g__Bacteroides.s__Bacteroides_vulgatus	10.4227586000
UniRef90_UPI0002E0A599	10.4166666667
UniRef90_UPI0002E0A599|g__Bacteroides.s__Bacteroides_vulgatus	10.4166666667
UniRef90_D1QWA5	10.3297341863
UniRef90_D1QWA5|g__Bacteroides.s__Bacteroides_vulgatus	10.3297341863
UniRef90_K6AK01	10.3092783505
UniRef90_K6AK01|g__Bacteroides.s__Bacteroides_vulgatus	10.3092783505
UniRef90_A0A1Y3ZSD5	10.2977187387
UniRef90_A0A1Y3ZSD5|g__Bacteroides.s__Bacteroides_vulgatus	10.2977187387
UniRef90_R6F3Y1	10.2438723198
UniRef90_R6F3Y1|g__Bacteroides.s__Bacteroides_vulgatus	10.2438723198
UniRef90_A0A0P0M586	10.2387386783
UniRef90_A0A0P0M586|g__Bacteroides.s__Bacteroides_vulgatus	10.2387386783
UniRef90_D4VBS8	9.8417374706
UniRef90_D4VBS8|g__Bacteroides.s__Bacteroides_vulgatus	9.8417374706
UniRef90_A0A0M1W198	9.7212423165
UniRef90_A0A0M1W198|g__Bacteroides.s__Bacteroides_vulgatus	9.7212423165
UniRef90_A0A3E4T9B7	9.6879731298
UniRef90_A0A3E4T9B7|g__Bacteroides.s__Bacteroides_vulgatus	9.6879731298
UniRef90_A0A0P0LIQ9	9.6497890681
UniRef90_A0A0P0LIQ9|g__Bacteroides.s__Bacteroides_vulgatus	9.6497890681
UniRef90_D1JY20	9.6245794064
UniRef90_D1JY20|g__Bacteroides.s__Bacteroides_vulgatus	9.6245794064
UniRef90_A0A1Y4PQ59	9.6129349682
UniRef90_A0A1Y4PQ59|g__Bacteroides.s__Bacteroides_vulgatus	9.6129349682
UniRef90_A0A397WCE7	9.5715794439
UniRef90_A0A397WCE7|g__Bacteroides.s__Bacteroides_vulgatus	9.5715794439
UniRef90_A0A0P0M394	9.5368684988
UniRef90_A0A0P0M394|g__Bacteroides.s__Bacteroides_vulgatus	9.5368684988
UniRef90_A0A0P0M606	9.3830150067
UniRef90_A0A0P0M606|g__Bacteroides.s__Bacteroides_vulgatus	9.3830150067
UniRef90_D1JU88	9.2412746375
UniRef90_D1JU88|g__Bacteroides.s__Bacteroides_vulgatus	9.2412746375
UniRef90_D4VCM7	9.0034995572
UniRef90_D4VCM7|g__Bacteroides.s__Bacteroides_vulgatus	9.0034995572
UniRef90_A0A3E4HFL8	8.9113611966
UniRef90_A0A3E4HFL8|g__Bacteroides.s__Bacteroides_vulgatus	8.9113611966
UniRef90_A0A076IR50	8.8858644733
UniRef90_A0A076IR50|g__Bacteroides.s__Bacteroides_vulgatus	8.8858644733
UniRef90_D4V8X4	8.8162272365
UniRef90_D4V8X4|g__Bacteroides.s__Bacteroides_vulgatus	8.8162272365
UniRef90_I9A5F6	8.7739202783
UniRef90_I9A5F6|g__Bacteroides.s__Bacteroides_vulgatus	8.7739202783
UniRef90_A0A1H7IVI3	8.6956521739
UniRef90_A0A1H7IVI3|g__Bacteroides.s__Bacteroides_vulgatus	8.6956521739
UniRef90_C3QQR7	8.5110527637
UniRef90_C3QQR7|g__Bacteroides.s__Bacteroides_vulgatus	8.5110527637
UniRef90_A0A3E5EMN9	8.3682008368
UniRef90_A0A3E5EMN9|g__Bacteroides.s__Bacteroides_vulgatus	8.3682008368
UniRef90_I9RFL3	8.3299604186
UniRef90_I9RFL3|g__Bacteroides.s__Bacteroides_vulgatus	8.3299604186
UniRef90_A0A1Q6JNB2	8.2617352644
UniRef90_A0A1Q6JNB2|g__Bacteroides.s__Bacteroides_vulgatus	8.2617352644
UniRef90_A0A395VSK8	8.2018575568
UniRef90_A0A395VSK8|g__Bacteroides.s__Bacteroides_vulgatus	8.2018575568
UniRef90_D7INU4	8.0974583491
UniRef90_D7INU4|g__Bacteroides.s__Bacteroides_vulgatus	8.0974583491
UniRef90_A0A0P0L6Q3	7.9522862823
UniRef90_A0A0P0L6Q3|g__Bacteroides.s__Bacteroides_vulgatus	7.9522862823
UniRef90_A0A396EVR0	7.8585765015
UniRef90_A0A396EVR0|g__Bacteroides.s__Bacteroides_vulgatus	7.8585765015
UniRef90_UPI000E432A7C	7.5839268992
UniRef90_UPI000E432A7C|g__Bacteroides.s__Bacteroides_vulgatus	7.5839268992
UniRef90_A0A380Z5C7	6.4239828694
UniRef90_A0A380Z5C7|g__Bacteroides.s__Bacteroides_vulgatus	6.4239828694
